0,1
neg,@ApplePieQueen_ I haven't even watched any it just syncs from plug.dj :(
neg,My nose and forehead are peeling :(
neg,@NaakiiChan my mum :(
neg,Car &amp; suspemsion cant cope with all these offroading adventures now theres harvest machinery left in inapropriate places to weave around :((
neg,@WinterJeff hahahaha were going nowhere fast. Not without some decent investment. Scottish football is dire at the moment :( #nomoney
neg,@touchdamendes are you ok :( Im here if you want to talk
neg,@_yungthot ur not in the nawf :(
neg,@larriii7 do sum :( .
neg,@xcorben_ Bechos. :(
neg,danny :( @TheScript_Danny
neg,@nekrotizan sorry :(
neg,"♥ [ENG] ♥ - Let's talk, since can't stream games :(: http://t.co/Br36TjVYNd"
neg,@Tsholo_Mapz OVERLY please do  my lab for me :(
neg,@zappygolucky OMG LOVE IT TY ZAP :((((((
neg,@lawandsexuality that makes really distressing reading :-(
neg,Don't wanna live in the world where people get shot when going to cinema #LouisianaShooting :((
neg,"@nws1886 Yeah ... I got this shit in a bag. ""Laughing in the face of anxiety"" har har har. I think ! :( how's it go, chum? Out this weekend?"
neg,just ended ncc and now heading to training. gonna be late :-(
neg,@1DInfectionMNL I miss them :( I hope they will come back here in PH :(( balik naman kayo oh @onedirection
neg,Itong shirt oh! :( I want thaaaat!!! :(( (ctto) http://t.co/YILATtPk6W
neg,"Expired and I used BIS money now I'm broke ):(""@TheActualKing: @portiatearsbee you got BB where is your BIS?"""
neg,@ObeeyRainbow this makes me feel bad :(
neg,"@thomsk93 @KnucklePuckIL @CantSeeColour will listen tonight, it's tough having a full time job :-("
neg,Leave me alone :(
neg,started reading at 11 and now its 3:33 :( jfc time flies by
neg,Goodbye stage :( you'll be miss
neg,New bio. Bodo amat :-(
neg,@KadiDiallo4 thats it! Watch it go by quick though.. :(
neg,All of my friends are asleep :(:(:(
neg,@triassy yelaaaaaaa :(
neg,Sooooooooooo tired :(
neg,@espresso_based is that you? what happened? :(
neg,want to sleep but not tired :((
neg,Home time today for me and @ASTownley :( #dublin http://t.co/EZRfqqlzXc
neg,Someone have a harry potter marathon with me :((
neg,tbh i miss you :(
neg,I don't know how to find a balance :((((
neg,@THESCORCHCRANKS WHY DO YOU HAVE TO UNFOLLOW ME?:(
neg,"Want a big hug.
Want a sweet smile.
Want a warm eyes.
Since this moment I can't have it.
:("
neg,@ForbiddenPlanet @ValiantComics @MyZombies Would so love to win! Can't afford to buy comics at the moment and I'm pining for them! :(
neg,@teamkins Oh this isn't good to hear :( What have you been asked to provide exactly?
neg,@lancepriebe Is there any chance you could add a keybind feature to Wild Warfare? Because I can't change my controlls so I can't play.. :(
neg,Been diagnosed wiv Scheuermann's disease.......back bone rlyhurts howdo u do it georgesampson cant stand da pain can't do P.E :( x
neg,@ManasRM @AnjariaSameer @Airtel_Presence where is #voice signal? Not able to make calls :-( http://t.co/iF9jbN3cgm
neg,What do we reckon are the chances of me seeing any #T20 action in #Taunton tonight??? *hopeful but realistic face* :-(
neg,"@z1mb0bw4y and 2 weeks of vacation, which I dont have... :("
neg,i love you :(  http://t.co/1q9EZyGWXI
neg,ugh im so excited for made :(((((((((((((((((
neg,@kohquette you're good and you should feel good!!! :(
neg,#JusticeForSandraBland #SandraBland this is disturbing just shows the poor women was already dead in the mug shot :( https://t.co/K17rqTUbeH
neg,sick of this feeling. :( i just wanna be happpy
neg,"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm bae! xx (July 24, 2015 at 07:34AM)"
neg,@ManLikeSergio Delphy Injured :(
neg,weak at dom :( DOM TECHNIQUES?! https://t.co/5WyrdvjzSf
neg,@jaimelesgyozas ah mince :(
neg,@BAP_Bangyongguk I don't feel good :(
neg,"@LuciHolland I completely forgot about Final Symphony :(
Need to meet up again sometime soon with Joe and co."
neg,Tbh me too but they now busy wth their concert schedule :( aisyhhh https://t.co/16pOubmvlX
neg,@clunis_96 I haven't been eyed up since I started going bald at the age of 14 :(
neg,Only SeungChan cant get :( Aigooo My Riri
neg,@iainbruce not good :(
neg,My original ticket was £19 :(
neg,@Jakers787 depends on when I have a vet visit for sick cat :( I'll let you know?
neg,@jenxmish @wittykrushnic don't leave :(
neg,i don't wanna get up :(((
neg,"@elyusia i can find most major people EXCEPT his VA

i'm not sure if they just kept it same as luminous but they didn't do that in kms &gt;:("
neg,@countrychoiceID min follback :(
neg,@martinamegia_ its been treating me horribly ugh :( im v happy for u !
neg,@kristikay13 Good morning! Hope it's a productive one for you. Time for me to get ready for work. :(
neg,"""zayn"" starts with a small letter Z. Why? :( @Real_Liam_Payne"
neg,@lifelesscurves they're really unique and refreshing :( the popularity was great too. Just why...just why &gt;_&gt;
neg,"Once you start loving someone, it’s hard to stop.
*Bebeeeee :("
neg,CHEM LT WAS NOT NICE :(((
neg,.@sabal_abla @tanha_messiah Because people who point out inaccuracies in jokes might be inaccurate jokes. I got worried :(
neg,@DarkSkinnedToni burning rn like this is so tragic :(((
neg,I woke up really hungry :(
neg,I love Joy :(
neg,INFINITE GOT TO WIN &gt;:(
neg,@PlanetRockRadio Sam I have seen rush 19 times. Would have been 20 in Toronto until my flight was cancelled on day of the show :( stuart
neg,Party's goodbye stage :((
neg,Iyalaya to anybody that would laugh at me today. I'd just have to wear my shades round the clock.:(
neg,What is this ??? #ZaynIsComingBackOnJuly26 :( ;(
neg,@godstalia aw fuck that sucks :((
neg,@sianyw As if he wouldn't be happier here running around my house wearing a H&amp;M shirt. :(
neg,@Mars_Sum41 noooo :( goodbye fun driving
neg,I'm bored :( this one ubusy le fifa -_-
neg,@lorrainepalileo @cailaaah i wanna go gymnastics with you guys :(( haha
neg,I'm so sick aahhhh i hate this feeling :-(
neg,"Ok, back to work :( http://t.co/QFtLZ2Cl0w"
neg,My poor noggin! Bumped it a few days ago and it still hurts a little. :( #feelslikeanidiot
neg,I'm forever eating like  Pregnant woman these Days :-(
neg,Ugh :( My head hurts.
neg,i dearly miss and love my sunshine @zaynmalik :-(
neg,@PatelPatelxx @Starbucks can suk ma buttttttt. except their pumpkin scones.... but they havent made those in years :(((
neg,"love outnumbered so much, wish there were more to watch :("
neg,vidcon :(((
neg,"@ErisLovesMovies :( Feel better soon, Eris. #support"
neg,Hello ;3 geez.. i badly miss my 12 precious stars :( EXO&lt;3
neg,@Beyfan1981 @HateTheseFools Yes Hive always sucks at voting... that is shit :((
neg,They said #GOT7 will back to #VIETNAM this december !!!!! I DUNT THINK SO AWWWWWWWW :(( DON'T KID ME !!!!
neg,@marmaisxcz IKR :( lol
neg,can you hear my sobbing :((( http://t.co/Daoz0uAQGC
neg,so cute :( http://t.co/hhhWQQ1Nh3
neg,@sociopathslut @onikashabibi but why don't I have buff legs yet :(
neg,noo toni deactivated too?? :(
neg,Bra Shady's kisses though!  :-( #Isibaya
neg,this place will forever hold a very special place in my heart :-( ❤️ gonna miss you Germany 😓 http://t.co/fwDwYoVEPV
neg,Haven't really slept all night :( I'm in a different place where it's a little colder. Hopefully that will help. Took some meds
neg,Leaving for the airport soon :( don't wanna go home.
neg,@clemencycox i want a sausage roll :-(
neg,Rain rain go away :(
neg,work adios friends :(
neg,I have a cold sore :( ew h8 this. Help
neg,What's wrong with my fb messenger :((((
neg,I wish my band were shittier so we could get booked on Leno :(
neg,Identity crisis :(
neg,3:33 am and all of my roommates are officially knocked out :( so much for an all nighter
neg,A bird just flew into the window and now it's dead :-(
neg,@damnkathleen come thru b I miss you :(
neg,@XxJenniferAmyxX Derek likes to tour &amp; visits Wetherspoons Pubs across the UK. Get Police to contact their H/O. Hope he OK. :(
neg,@LittleMix PLEASE FOLLOW ME :(
neg,Even had a dream that Frank Ocean released his new album ffs pls :((((
neg,Snapchat me : LisaHerring19 #snapchat #kikme #kikmeboys #woman #ebony #weloveyounamjoon #sexi :( http://t.co/zVTYSy29uk
neg,Don't know why I gave my white dress with small polka dots away :( 😭😭 *sigh* ndi hacked.
neg,I miss my baby :-(
neg,@HerFaithness it is &amp; I'm already having a bad day :-(
neg,@erinaree It was SO yum but I had to feed 6 so no leftovers :(
neg,@dullandwicked @_GrahamPatrick @JohnBoyStyle Has nobody told you about this side of twitter? It's in the T&amp;Cs. He owns you now. Sorry. :(
neg,"The last dick pic I got was awful. It ruined walnut whips for me for life :-( 

I also named him and it turned out his wife followed me."
neg,@Vicionius Boah! :(
neg,"Things are hard right now, &amp; I can't even be home with Mady to help me through it. :("
neg,i am so :((((((
neg,@EpicRaver I know :(
neg,@NatalieH__xx aww no but it's my last semester ever!! :( we def have to catch up sometime soon. We always leave it too long
neg,This manga is just too cute and yet made me cry.. :( http://t.co/KB6GswBxMT
neg,@LouiseMensch Just like that here at the moment....not. :-(
neg,I ate all the leftovers of the giant #AmINormalYet cookie for breakfast and now I'm clutching my poorly tummy in my PJs and groaning :(
neg,@ghinesaddi miss you :(
neg,@_stroya nou youre not :-( here have a picture of Adam http://t.co/WEvVpVoAmx
neg,@sinSALEM this is a very sad moment :(
neg,@lukelegs69
,
neg,Ken Saras. Waiting for my sister. She was in accident. So poor :( https://t.co/44TvKaVDCJ
neg,@Rorington95 did they manage to sort your ticket issue mate? Nobody picked up when i rang the box office :(
neg,Fk!!!!! I have no freaking words to describe this.... Eric Prydz How? like how? :( This is out of the world!! http://t.co/W5uDTzdhAi
neg,Not 12 hours after my sister-in-law installed that new @DionoUSA seat we bought her she was rear-ended! everyone's fine but seat is trash :(
neg,"For the first time in my life I've had to hold my boobs whilst running down stairs, is my no bra life over :("
neg,@ljenkins314 @fringenerd @Noin007 I like paper books :(
neg,@SensodyneIndia we friends love to eat ice cream during childhood. Missing those days :( #Toothsensitivity
neg,@father me too :-(
neg,@Belinda_Factor stressful :( you not even my dress size ke shem..
neg,Trust me to be no well :( Awell not be long and I will be to drunk to care #weekendofmadness 🍹🍸🍹
neg,i really like this cb but not the outfit this time too bad :(
neg,@lucyreesxo She threatened me :(
neg,"i wanna be a dancer 
no
i wanna be a choregrapher
but 
I CANT :(
whyyyyyyyyyyyy is life so unfair"
neg,@KittyKatPK happening anymore :(
neg,@curiouskittten didn't even know you still existed on here haha text me :( 626-430-8715
neg,@subharrie @roguefond i've messaged her but she hasn't replied and i dont even think she's active on facebook :(
neg,@MlREU but i'm at work you hoe xD i can't even look at bby in peace :(((
neg,@suziepanol WHY DO THAT TO US :(
neg,Well it seems like just a dream :(
neg,Dream team recording today :((( im sad xiu couldn't make it :(
neg,Nk gi uss on birthday :(
neg,"@HollieB awwwwww, I'm so sorry to hear that :("
neg,@ElisseJoson miss you so much ate elisse :(( do u still remember me? 😭
neg,i miss them so much :(
neg,ksoo makes me so emo :((((((((((((((((((((((((((((((((
neg,Wat a small session tat was :(..but still im little happy bcoz for the first time i heard my name from @rithvik_RD..but still too short..
neg,@Doomcrew_Glen awwwww i'm so sorry. :( i bet she's looking down on you&lt;33
neg,no matter how many times i try to sleep... i can't :(
neg,"“@shakyra_cledera: ""paper town"" :--((((” sm :((("
neg,@wittykrushnic don't go :(
neg,I'm going to miss you baby! :(( @ Rancho Imperial de Silang Subdivision https://t.co/b5JvTqpm4N
neg,traffic :-(
neg,Twitter Help Center | Why can&amp;#39;t I follow people? https://t.co/LeL2yOp3Iq via @support i really really sorry about following evry one :(
neg,@franksredhotuk Its not hot in Cornwall! its veritably cold :( great prize xx
neg,@hancoverdalexo aww :( thanks anyway!!
neg,Regular gym workouts are so boring when you could be spinning :(
neg,I can't do it anymore. I can't have stress on my body yet my life is based upon stress I just can't do it :(
neg,@ManOfZinc And I don't see a penny of it... :-( DM me your email address; I'll send you the ebook.
neg,"Фотосет: addicted-to-analsex: sweetbj: #sweetbj #blowjob Mhhh, want to make a man happy now :( http://t.co/v9ryND7pcs"
neg,im sed.. :-( the person im meeting is late and im at the other end of sg and i havent taken my dinner yet bless me
neg,@willing_h I feel left out :(
neg,@mblaq_seungh0 THEN WHY MENTION MEE OMG /envious/ please oppa eonni stop lovey dovey in front of your poor single dongsaeng :(
neg,@ShannonEastwood I'm workin :( got a day off Tuesday tho haha x
neg,@ulaaaaa1909 Schade :(
neg,@CuddlesAri I am gutted! they NEVER do m&amp;g for Belfast :(
neg,@klentmagsino im so jealous.. :( because you followed each other with Jacob @JacobWhitesides .. follow me too. Jacob :(
neg,isco :(
neg,@ImRefleex my penis is too small :(
neg,omg me every fucking month... :( https://t.co/FX0CGVPDMX
neg,I wish my dog liked to cuddle :(
neg,Come on Carlton :(
neg,@MOONEMOJAI babe :( can u still read thru the conversation on ur hushed?
neg,Sometimes I wonder what went wrong :( guess I'll never know
neg,"And more violence... :(  ...we are a Soul Sick nation...praying for Louisiana.
#Lafayette #matteroftheheart #peace"
neg,waduh..pantes :( https://t.co/AWS63BItZA
neg,"@keelzy81 you know, I actually got suspended for smoking, can you believe it? Teenage me was such a fucking cliche :("
neg,Already miss @mikeyyfontt so much :(
neg,@BocasSweets I miss youuuu :((((
neg,Today #RMA jersey :(
neg,@ButDinero your so fake I texted you :(
neg,@Earl_Wolf24 not you :(
neg,"♥ [ENG] ♥ - Let's talk, since can't stream games :(: http://t.co/bkNxSZfjm6"
neg,@RuneMagique chance :(
neg,Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana :( http://t.co/xxuygooKcq
neg,"@superslothjai hi, can you do me some dms with luke please??:("
neg,@AmandaT_Photo @OandtheFoxes really wanted to but ran out of time :(
neg,i hate waking up in the middle of my sleep :(
neg,he he he :(
neg,@rupexo @LordOfTheMics fuckkk it's a Wednesday :(
neg,"@PetiteMistress DO IT! I want to start one for making small games, but I feel like I need to get a jump start before asking for support :("
neg,Justin where are you ? :( @justinbieber
neg,:( :( I'm gonna cry
neg,@IanHallard @ArtsTheatreLDN I'm really excited but also really sad because once again I won't be able to see it :(
neg,"I can't finish my Sanum today! :(
#LLAOLLAO #Dessert but too full"
neg,@jxstkatie @TheSvante i want foood :((
neg,Last day :(
neg,#UberIceCream was super! But we didnt get the glares :( @Uber_Pune
neg,@ffyeahh i don't know how to do vines :(
neg,@selenagomez you was Tweetin earlier this morning &amp; i wasn't here :( sad mood all the day :(
neg,sunggyu has a plaster on his elbow.... is it from the fall? :-(
neg,@ughimnotsam i am in the middle of figuring out how to choreo :(( next time girl!!
neg,"@Afooo93 😭 this is me thinking she was well offensive, how can you laughing :("
neg,@NEEDTOBREATHE love you..sad I wasn't up front :(
neg,YEYY finally but my HD brows kit is broken slightly :(( @cohorted http://t.co/5CNhhfJpnJ
neg,"@alexandraloisee Monday until wednesday, g na girl!!!! :("
neg,Babe :(
neg,I miss everyone omg :( school sux :(
neg,@gelcababa enjoy :(
neg,Add my KIK : nothaveld765 #kik #hornykik #edm #sexy #likeforfollow #hannibal #camsex :( http://t.co/EHtsuDdRuA
neg,new mosquitoe bites :(
neg,@CRMDKS are you into kinky shit--- we hsould justget married already : (
neg,really dont wanna go home today :(
neg,@Idamelatim you la :(((
neg,when nothing like us comes up on shuffle :((
neg,@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(
neg,"Ah Millz askies :( ""@_Millzxy3D: so you come back and awusasho ? :'( @Nessa_Mbeki"""
neg,@sainsburys guys a really unlucky one. The driver and I briefly checked eggs but my other half spotted this : ( http://t.co/WpCqJHhBVk
neg,Tired :(
neg,im greatful that i can still see u despite of 144p :(
neg,@pikaiba I LOVE BROOKE I'm just concerned cause his face is all cracked :(
neg,"＠maverickgamer_　July 24, 2015 at 07:32PM 　:("
neg,"＠maverickgamer_　July 24, 2015 at 07:25PM 　:("
neg,Bored to the max rn :(
neg,@tudipa Sorry that manage files on external SD card via AirDroid is not supported now (Android 4.4+) :( Google has restricted that.
neg,@fkluca u are so cute thank u :(
neg,@MICHAELC24H it's alright... cramps are killing me. :-(
neg,MAYBE IT'S WRONG TO SAY PLEASE LOVE ME TOO &lt;/3 :(
neg,@blockedmefat dont unstan tay :( never please
neg,@Sibulela_M only white things I have ngeze turn up :( for all white parties I've been to. Have nothing cocktaily and classy 😭😭😭 so stressed.
neg,@wbuharryy i love you :(
neg,"＠maverickgamer_　July 24, 2015 at 07:24PM 　:("
neg,I don't want to be stuck inside all day :((
neg,@cmonlukey all of them :(
neg,@BeardOfTsu @LucasWeatherby @ChrisJLatimer @Alex_AMS96 it came crashing down and it hurts inside :(
neg,✈️2 days and I'm back in rainy UK :-(☔️
neg,"@peterpalmer52 Hi Peter, We've not had pens for 2 years now. We just can't get them. There's not even spares in the office anymore either :("
neg,@Biblioticaa I got delayed by guests. Sigh :(
neg,@riseagainst why you don't come to Barcelona this year? :( won't be able to see you in Madrid or Bilbao...
neg,"I hate Japanese call him ""bani"" :( :("
neg,wish I had a nice booty :-((((
neg,Who was next?? Oh yeah Sharyl! Currently don't got no #Shane ta call my own :( http://t.co/mOZlqwvvq0
neg,all of my favourite people deactivate :(
neg,I want to dance rn :(
neg,im still giddy over d1 :-(
neg,his smile is so beautiful :( https://t.co/OiAHorQJOb
neg,"@heidsbland @asos95 yes, after 11 days. With a broken zipper.  Broken beyond repair. :("
neg,@seanactual You mean you're not offering? :(
neg,Saturday Classes! :(
neg,@EE I'm bad and kind of want an IPhone 6 but account says I can upgrade April 2016 too far :( *cont
neg,You need to come back to England....:(  @MacHarmon
neg,JAMES wore this in my meet and greet :((( http://t.co/MS60gaiIce
neg,tempted to eat this whole pack of oreos. need to find the strength not to do so. :(
neg,When there's  free Wifi networks available but they ain within range :(
neg,"Need ice cream, lolipop, chocolate, kebab, klappertart, cake and need moodboster !!! :("
neg,"Have a shoot tomorrow and haven't been told where and when because the team are only flying in this evening :( 
I hate being unprepared."
neg,"@gala_con Sry i have a question , where does the dresscode count , because i dont want to stand in front of closed doors and iam confused :("
neg,Oh my god :(
neg,@_CaitlinTierney dnt stab meh :(
neg,@biebzzur wrocilam :(((
neg,o otp :( http://t.co/EVislmNp5V
neg,Hoping that this is real :(( #ZaynIsComingBackOnJuly26
neg,Have work in 5 hours... :(
neg,all time looww(:(
neg,@Jamie_MARIEbear I've literally just recovered :(
neg,@haywayne Hi Wayne. We're sorry to hear you're looking to leave :( What's happened to make you want to go?
neg,@leighannajohns1 Oh no :( Insurance is for loss/stolen or accidentally damaged devices. Warranty repairs are sent to our repair centre.
neg,"😂😂😂""@Danny_boym: Lol 👌""@sick_fruits: :( @_kydd_que: LMFAOO..So Accurate!!! http://t.co/k4daapzfUz"""""
neg,@angelhairhes Please Fra i am hoping u can pick me :(
neg,off to the airport :(
neg,Alive and got to spend more time with Harry and got to tell him stories about James :(( I'm really sad :(((
neg,@Hayles_101 Dont say that they might steel Otamendi :(
neg,goodbye ny :( 🚖🗽🌃 http://t.co/uNorqB0mlK
neg,"awww, STealth Bastard 2 is named STealth Inc on steam too :("
neg,"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :("
neg,"@biobio1993 Don't worry! It's understandable. :( I mean, I totally get why some people block others &amp; that's their choice but sometimes"
neg,Finally ! I hate it that Switzerland doesn't have a KFC ! :( http://t.co/U1ZU4OOuxV
neg,"the most common lie in th wolrd is..
i m fyn :-(
..."
neg,No drop home for me today :(
neg,@MmeNazty oh no oh no wrong end of the state :(
neg,I genuinely keep having nightmares about results day Fam :(((((((((
neg,@robinpatrickm why won't he talk to me :(
neg,@Cas_Audio noooooooooooooooooo. This cannot be a thing. :-( :-( x
neg,ok im going now if i have wifi or 3g ill be on but for now bye :(
neg,Good luck :(( https://t.co/39G210gq4y
neg,@zoellaftmendes i'm gonna miss your tweet in my tl :( always here if u come back!
neg,I smile to hide the pain (: :(
neg,"@NotFaulty Christ, what's with the scale on those deck chairs? This art is killing my head, man. :("
neg,"@Kimberly_171 aw yk i wish i could :( , go to sleep babe you need your resy"
neg,Pray :( https://t.co/T1OVu6r9wT
neg,@perfect_st0rms omg nooo you should have said hi! :((((
neg,@GabyWhittlenew no way!!!! Aww :( such a funny time that
neg,"My phone is so shit, it always runs out of memory :( ...2 many nudes"
neg,@LimarDotA bruh :(
neg,nooo :(  I wasn't prepared http://t.co/4sZYb7zFwv
neg,@critalks @batwife sorry :( I'll let you know if I see any ♡
neg,Locked out my own house :(
neg,@LaraKBaker Great view! It's a shame about the weather though :-(
neg,sold out :( https://t.co/QtC9tfSPQU
neg,I just wanna sleep :(
neg,"@thevinnythepooh @jefflacs been praying that for years, but to no avail :(("
neg,fbc is messing up :( dm? @blueberryjham
neg,@daftatonix I thought we were friends :(
neg,Add me on KIK - mork873 #kik #kikgirl #kikhorny #snapchat #addmeonsnapchat #premiostumundo #hotspotwithdanris :( http://t.co/r5fMnyWyUf
neg,@thnksfrdllnwks I KNOW :(
neg,@IKILLSNOW okay :(((((
neg,@GuadaSSanchez YOU KILLED IT :(
neg,@mz_chocl8bear dude I didn't get the dm :(
neg,At the hospital :(
neg,Food poisoning again! :((((
neg,Sone produce from my Potager...my tomatoes have blight :-(  Big changes for next year.
neg,This was in Sheffield :( I miss him so mych http://t.co/kgpUCPTdAx
neg,@nichotine_ but the dress is pretty :(
neg,@beigemarauder shiiit :( so sorry
neg,IM NOT SCREENSHOTTING IM SO PROUD OF MYSELF :(((
neg,"most of the prompts being claimed so far are kinda... like i've aready read something similar :( soulmate au, canon... zzz..."
neg,How careful do you actually have to be with a black box? :(
neg,Well summers over then :( knew it wouldn't last we do live in Britain ☺️😂😁 http://t.co/GKFgw0Khy6
neg,Moodboster :( @febrianadwita mana?
neg,"@trcpqveen i love you, my lil baby :("
neg,@monaarcmunoz. Please :(
neg,Need to finish all hws ugh :(
neg,@MartinaSancehz Jouch. Por que? :(
neg,liceooooo :(
neg,30 minutes and counting just to pass through the EDSA AYALA tunnel... And am still not completely out. :(
neg,Very upset that @Uber promised us free ice cream but didn't mention it's only in city centres #ThatsCold #UberIceCream :(
neg,I'm still awake :( feeling like I need to delete 80% of people on my snap.
neg,my group for Lourdes does not bang:( why :(
neg,@eleena_pv @apuchades I'm sorry :(
neg,@choivernope why not? :( yes I'll stream~
neg,Rain like cats and dogs..... Can't go anywhere.. Water on the road everywhere.. :(
neg,#Showbox the only thing that works is that naruto cartoon lets keep fingers crossed this isnt the end for our favourite work companion :(
neg,My face is so skinny in that picture omg :( why did i get fAt
neg,I can barely feel my under boob :(
neg,zzzz missed my stop :(
neg,Take me back to Dubai :(
neg,5SOS Calum5SOS Luke5SOS Ashton5SOS I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ Do NOT disappoint me. :(
neg,The night when everybody starts to remember they have homework that is due tomorrow... :(
neg,"Bad news My Laribuggy... :( BUT I know one of the top10 was injured &amp; has been on medication, so... https://t.co/iEbaTUv6sW"
neg,When you have to make do with no nutella :( http://t.co/gm5Q0AProo
neg,"And he didn't even get to spend much time  with him :(( and he loses him, I wish anything could've happened if it mean Sirius could stay +"
neg,BECAUSE THAT'S YOUR GOAT MINO : (
neg,didnt took photos with you :-(
neg,@ARGA_naut frudging cant chill :(:(:(:(
neg,@irisharry_ Awww no :( I didn't mean to make you sad! - Mike
neg,@wydbaylee i just need to put on some clothes n stuff n then i can be right w u to do stuff for u :(
neg,"@Rhianne_97 can you believe I actually just went home and sat about for half an hour and went work, I lost the numbers to ring anyway bbz :("
neg,"Aw :/ Angeke sbali! ""@Ami_Khang: Euuuwwww @Andile_SS Lunch. Like a real construction worker :-( http://t.co/1nPlTqukIY"""
neg,"Can you guys help us reach 1K? 
It would mean so much 
Because if you do, we will do our best to give Harry Styles solo dm.. :(

-Nelle."
neg,@jasminew0w Ik come take care of me :(
neg,i miss you to death :(( @SMtajanlangit http://t.co/7Hal7PTTAN
neg,@ItsMeCindyE i miss you :(( hahaha
neg,I need to sleep... :(
neg,@ImJoanneT ah jaysus! :(
neg,@jimmehy2 @WWESuperCardFAQ Who's jealous? This guy right here! :-(
neg,2 people are dead :((((((
neg,I no longer like toast :(
neg,"@jenolixx i hate it, insecurities go away pls :((("
neg,@notakimchi @LexasArmy but.. buti thought  ure my poop friend :(
neg,@cuffyochickenn 😭 there's just no love anymore :(
neg,"Why the most Gorgeous, sexy, hot, amazing angel  @angelcandice  aren’t still shooting in Rome?  @victoriassecret :("
neg,Bad throat and now a cold too :(
neg,@LanaParrilla because you don't like me :((
neg,@_eshaaax I missed youuu too :((
neg,"Llama, are u sick? :( pls take care of urself #GetWellSoonAmber @llama_ajol"
neg,i miss you already :-(
neg,@FercanY @BenjaminHarvey Rip Heath Ledger :(
neg,no more of being 'high all the time' :((((((((((( this is v sad
neg,@RealKrisTravis it came crashing down and it hurts inside :(
neg,"Now if only it had an app... Stupid Apple, not giving apps permission to do that &gt;:("
neg,"i can't be there for you anymore &amp; i'm sorry bc of me , you're not yourself anymore :-("
neg,"""@aula_jr: @Jude_Mugabi I'm watching it. 2-0 Madrid leads.""
Supersport ain't showing it :-("
neg,@monifizzle hahah no boys came for my milkshake :(
neg,Haven't played Witcher 3 in two months. Exactly! And don't really feel like going back. Wish I'd fallen in love with it. :(
neg,I wanna watch papertown again :(
neg,Bale :(
neg,k dots. :(
neg,i dont want to come home :(
neg,@mcbride_alex sad times im gettin ready for a 9 hour shift :(
neg,I mean i'm drunk in México city. :(
neg,very tired :(
neg,@roguefond @solarfIarefic i miss her too where is she :(
neg,Did you play Bahay Bahayan when you were a kid? If yes what is your... — Yes. Pero magisa ko lang :( #Sadlyf #Bunso http://t.co/On2ijrtaxY
neg,someone take me to see inside out please :(
neg,Y can't I sleeeeep  :-(
neg,babe :( http://t.co/waZjxi7TQa
neg,@scfcjase  sorry I want to write AstonVilla . :( But Berigaud and Bakar are very good choice for your club.
neg,@roguefond me too :(
neg,@crazynovely Not today dear :(
neg,How sad what happened in Louisiana...:(
neg,@MissRoosj please do it &lt;3 nobody streams this game for me :(
neg,I'll so busy with school :((
neg,"I just watched a video about a girl being ""allergic"" to the sun :( that's depressing"
neg,"They playing Blaine's acoustic version of ""Teenage Dream' excuse me while I cry :("
neg,@bowserrh got a hernia :( in pain!
neg,"IDK how many of us are being ""doctored"" with this toxin. when will we have the freedom to go organic :( https://t.co/LGCx3ifqC7"
neg,I got in my feels and Ariel body slapped me literally body slammed me :(
neg,There were so many bees :(
neg,@jlawrencly @homemade @sainsburys I'm not staying home :( I'm going out at 3 my timing so maybe when I'm back?
neg,Unknown Feelings :(
neg,so hard to not have contacts and you want to talk to people :(
neg,@KBedders @guardianmusic oh my goodness this made me so sad :( #finddjderek
neg,That guy smells very uuughhhh. Grabe ka power :(
neg,Wheres my gf :-(
neg,She must be very tired :((
neg,@DefianceGame Poor bastard :(
neg,James_Yammouni I bet $20 that you will follow ✧｡ Chelny ｡✧ Do NOT disappoint me. :(
neg,i smell like you :-(
neg,"@altontowers The Smi.... oh wait... :(

Just kidding, Nemesis still rules!"
neg,"I know :( askies ""@Titus3D: @Nessa_Mbeki hai that's what u said last time"""
neg,"@biobio1993 ohh. :( well, you know where to find me if you change your mind. (but maybe it's not even someone I'm close with so... xD)"
neg,"@feraltwirler 
Doesnt sound appealing   :-((("
neg,neeeeeeeeeeeeeeeeein! :(
neg,@harryetlou louis' lil smile im so saaaad :((((
neg,:( :( :( when pay day doesn't make you any less poor :( :( :(
neg,Not seeing her for 4 weeks :((
neg,"Like it was hanging up why havent the creases ""falling out"" of it:(:( so sad"
neg,homed &amp; omg I'm so tanned!!! :-(
neg,@kbreeezy__ :( and nope haha she flies out of Dallas
neg,@Emma_Nichols90 supposed to rain on the weekend too :(
neg,ya i did :-( https://t.co/peQqNxkDj0
neg,"*walks infront of beato*

* was called "" tim!!! "" 100 times* 

FAMOUS BROTHER PROBS. :(("
neg,We had a minha for like a day :(
neg,@thefreejinn @Blush_Channel deleicious food followed by sound 8 hrs. sleep for which i never get time :(
neg,@lawrenceispichu yeah :( and always here! 💕
neg,at the airport :(( http://t.co/la1iwsZj52
neg,@court_skinner12 @influenclifford @Arianas_Bliss he blocked her on Twitter :(
